0,1,2,3,4,5,6,7,8
2,19,19,5,4,10,18,32,-14
3,17,19,3,8,8,22,29,-7
3,13,19,2,7,10,16,28,-12
3,11,19,2,5,12,15,43,-28
3,5,19,1,2,16,10,32,-22
0,47,19,15,2,2,50,12,38
0,44,19,13,5,1,56,15,41
0,41,19,12,5,2,42,13,29
0,35,19,11,2,6,32,23,9
0,35,19,11,2,6,26,22,4
1,34,19,10,4,5,32,26,6
1,31,19,9,4,6,32,24,8
1,28,19,8,4,7,17,14,3
2,23,19,5,8,6,28,28,0
1,23,19,6,5,8,33,37,-4
2,23,19,7,2,10,25,29,-4
1,23,19,5,8,6,16,21,-5
2,23,19,5,8,6,23,29,-6
2,20,19,5,5,9,23,31,-8
3,20,19,5,5,9,24,33,-9
3,19,19,3,10,6,19,24,-5
3,16,19,3,7,9,18,42,-24
3,14,19,4,2,13,22,39,-17
2,11,19,1,8,10,19,42,-23
3,10,19,2,4,13,8,41,-33
0,47,19,15,2,2,45,17,28
0,45,19,14,3,2,52,19,33
0,38,19,10,8,1,37,12,25
0,37,19,11,4,4,30,23,7
1,33,19,10,3,6,39,29,10
1,33,19,10,3,6,35,25,10
0,32,19,9,5,5,36,22,14
1,31,19,9,4,6,32,28,4
1,29,19,7,8,4,32,28,4
2,26,19,7,5,7,21,21,0
1,25,19,7,4,8,22,27,-5
2,23,19,6,5,8,18,27,-9
3,21,19,5,6,8,29,34,-5
3,17,19,5,2,12,27,33,-6
3,17,19,4,5,10,14,36,-22
2,16,19,4,4,11,18,41,-23
2,15,19,4,3,12,16,29,-13
3,15,19,3,6,10,14,28,-14
2,14,19,3,5,11,11,29,-18
3,12,19,3,3,13,15,35,-20
